Attacker_Name,sessions,activity_recorded,activity_per_session
CB300 (Thresh),88,179,2.034090909090909
CB300 (hellguard3),3,71,23.666666666666668
CB301 (Cerus),1,5,5.0
CB301 (Comandor_J),1,1,1.0
CB301 (Darkhaven),1,2,2.0
CB301 (E11),3,7,2.3333333333333335
CB301 (FOXJOKE),1,1,1.0
CB301 (Gerbilator),1,4,4.0
CB301 (Grasshopper),2,2,1.0
CB301 (HusTomten),2,2,1.0
CB301 (Kosh),3,7,2.3333333333333335
CB301 (Laertes),2,8,4.0
CB301 (Silent Assassin 2),1,1,1.0
CB301 (Squid DM),1,8,8.0
CB301 (Still Free27),1,1,1.0
CB301 (Tenshi),1,1,1.0
CB301 (Triskaidekaphobia),2,3,1.5
CB301 (Undead kightkiller),1,1,1.0
CB301 (Weebee),2,3,1.5
CB301 (ada153),1,2,2.0
CB301 (hellguard3),1,3,3.0
CB302 (DIRECTDAMAGE1),1,14,14.0
CB302 (DefinitelynotDingus),2,109,54.5
CB302 (Dubis),1,15,15.0
CB302 (Eia),3,13,4.333333333333333
CB302 (Frailty),1,2,2.0
CB302 (FriendlyUndertaker),1,1,1.0
CB302 (HusTomten),2,3,1.5
CB302 (Imperator Princeps),1,8,8.0
CB302 (Level 9 Technology),1,1,1.0
CB302 (Nymyr),1,1,1.0
CB302 (Peach Cobler),1,1,1.0
CB302 (Peter Quill),2,21,10.5
CB302 (Schwarm),1,2,2.0
CB302 (ZGMF),1,1,1.0
CB302 (shmJmeel),2,4,2.0
CB303 (ACE),3,9,3.0
CB303 (APOC4LYPSE),3,7,2.3333333333333335
CB303 (Bready),3,91,30.333333333333332
CB303 (Darkhaven),1,4,4.0
CB303 (Death Warrant),1,1,1.0
CB303 (DrPepper89),1,1,1.0
CB303 (Government Hoover),1,1,1.0
CB303 (HighVelocityHarry),2,8,4.0
CB303 (Imperator Princeps),2,9,4.5
CB303 (IndigoSky),1,4,4.0
CB303 (Marmaduke 5),3,7,2.3333333333333335
CB303 (Orphan Sonatian),2,42,21.0
CB303 (Shatner of Borg),1,2,2.0
CB303 (ShivasJoy),1,8,8.0
CB303 (chaser12),1,1,1.0
CB303 (xElite Kingx),1,1,1.0
CB304 (All_My_Swagga),1,64,64.0
CB304 (D34TH),3,8,2.6666666666666665
CB304 (DefinitelynotDingus),3,14,4.666666666666667
CB304 (Fleet Master 3000),1,4,4.0
CB304 (Frailty),2,9,4.5
CB304 (Hellfrost),2,16,8.0
CB304 (Sococry Reborn),1,1,1.0
CB304 (The Insanity),3,7,2.3333333333333335
CB304 (Venutian-Chaos),1,16,16.0
CB304 (xeb0la),1,6,6.0
CB305 (Accidental Child),2,4,2.0
CB305 (Anzu),1,1,1.0
CB305 (Atuxiu),1,12,12.0
CB305 (Crade),1,7,7.0
CB305 (Crypt),1,1,1.0
CB305 (Daxio),5,21,4.2
CB305 (Dont Stare its Rude),4,4,1.0
CB305 (Drax the Destroyer),1,1,1.0
CB305 (Khaak),1,1,1.0
CB305 (Paradise Lost),1,2,2.0
CB305 (Qu4NtuM),3,18,6.0
CB305 (RS Ultimate),1,3,3.0
CB305 (SCV),1,1,1.0
CB305 (Silent Assassin 2),2,3,1.5
CB305 (Still Free27),1,5,5.0
CB305 (Telemachus),1,6,6.0
CB305 (Xudoza),2,6,3.0
CB305 (ada153),1,1,1.0
CB305 (dam it),4,16,4.0
CB305 (dave1),1,1,1.0
CB305 (larjulan),2,26,13.0
CB305 (xElite Kingx),2,2,1.0
CB306 (Abbara),1,4,4.0
CB306 (Aquistitor),1,1,1.0
CB306 (CSE),3,27,9.0
CB306 (Darkhaven),1,3,3.0
CB306 (Ghost of Creus),5,21,4.2
CB306 (Laertes),1,6,6.0
CB306 (Lazerus-II),2,7,3.5
CB306 (Level 6 Technology),7,27,3.857142857142857
CB306 (Luke I am your Father),1,1,1.0
CB306 (Montgomery Scott),1,1,1.0
CB306 (Prom Star),1,6,6.0
CB306 (Rad),4,16,4.0
CB306 (ReVityyfc),2,5,2.5
CB306 (Snimals),1,13,13.0
CB306 (Spiritbox),1,3,3.0
CB306 (The Fleety Boy),1,1,1.0
CB306 (Xudoza),1,1,1.0
CB306 (ada153),1,6,6.0
CB306 (chaser11),1,4,4.0
CB306 (kwilson),2,10,5.0
CB307 (Claire),2,4,2.0
CB307 (Drushem),1,2,2.0
CB307 (FeiFei),3,46,15.333333333333334
CB307 (Government Hoover),2,4,2.0
CB307 (Laertes),1,3,3.0
CB307 (Libra-L7),1,6,6.0
CB307 (Peter Quill),2,23,11.5
CB307 (SpaceLilly),1,2,2.0
CB307 (Spartacus),3,9,3.0
CB307 (bloodybirne),1,2,2.0
CB308 (Captain Sky),1,5,5.0
CB308 (Comandor_J),2,6,3.0
CB308 (Crade),13,67,5.153846153846154
CB308 (Darkhaven),1,1,1.0
CB308 (Ghost of Creus),3,5,1.6666666666666667
CB308 (God of Thunder),1,2,2.0
CB308 (HighVelocityHarry),1,2,2.0
CB308 (Lazerus),1,6,6.0
CB308 (Level 6 Technology),3,9,3.0
CB308 (Libra-L7),1,16,16.0
CB308 (Muffasa),1,3,3.0
CB308 (Myght Guy),2,6,3.0
CB308 (NukeACow),2,4,2.0
CB308 (Silent Assassin),1,1,1.0
CB308 (Sococry Reborn),1,1,1.0
CB308 (Tom Riddle),1,1,1.0
CB308 (Vasco da Gama),10,76,7.6
CB308 (bobby bob),1,2,2.0
CB308 (ummmmmmmmm),9,38,4.222222222222222
CB309 (Belliaum),1,13,13.0
CB309 (Castlevania),1,2,2.0
CB309 (Crade),2,2,1.0
CB309 (Darkhaven),2,5,2.5
CB309 (Fire),4,9,2.25
CB309 (Gradius),1,5,5.0
CB309 (Harule),1,1,1.0
CB309 (NukeACow),2,6,3.0
CB309 (RalStar52ShM),1,1,1.0
CB309 (Rootheer),1,14,14.0
CB309 (SETI),1,4,4.0
CB309 (SaintNuke),1,2,2.0
CB309 (ShivasJoy),1,2,2.0
CB309 (StarCzar),1,9,9.0
CB309 (black out),3,8,2.6666666666666665
CB309 (mountaindew),1,8,8.0
CB309 (pil0t),1,10,10.0
CB31 (187-Proof),2,5,2.5
CB31 (Anti Matter),2,13,6.5
CB31 (Barony of Letnev),1,8,8.0
CB31 (Blohm-Voss),1,1,1.0
CB31 (CSE),2,8,4.0
CB31 (Darkhaven),1,1,1.0
CB31 (Distinguish),112,332,2.9642857142857144
CB31 (Dubis),1,2,2.0
CB31 (HEALZ),2,2,1.0
CB31 (Hardcore),1,1,1.0
CB31 (Jon Roy),12,63,5.25
CB31 (KingOfTheEast),2,5,2.5
CB31 (Kosh),1,19,19.0
CB31 (OG Snooks),1,5,5.0
CB31 (Phoebe),1,1,1.0
CB31 (Sofie),1,6,6.0
CB31 (SouthStarO5 Sd),1,2,2.0
CB31 (Swog15),4,10,2.5
CB31 (Typhoon),2,7,3.5
CB31 (Undead Bready),1,4,4.0
CB31 (dotLuna),17,97,5.705882352941177
CB310 (Adamantium),5,30,6.0
CB310 (Bendis),7,33,4.714285714285714
CB310 (Budis),1,1,1.0
CB310 (Cookies R Us),1,3,3.0
CB310 (CoronaCurse),4,157,39.25
CB310 (Darkhaven),1,1,1.0
CB310 (Eia),3,4,1.3333333333333333
CB310 (Enduros),5,11,2.2
CB310 (Feinei),1,37,37.0
CB310 (JaceGannon),1,4,4.0
CB310 (Kazzo),3,6,2.0
CB310 (Lusitano),8,23,2.875
CB310 (Nobus),3,18,6.0
CB310 (Purifier),4,8,2.0
CB310 (Rad),1,17,17.0
CB310 (Ranger Danger),1,1,1.0
CB310 (Silent Assassin 2),1,5,5.0
CB310 (Skynet-Slaver),2,7,3.5
CB310 (SouthStarO5 Sd),2,16,8.0
CB310 (Terrance),1,1,1.0
CB310 (Torch),10,64,6.4
CB310 (YoFurry),3,15,5.0
CB310 (Zaknefien),5,27,5.4
CB310 (pilotix),7,10,1.4285714285714286
CB310 (stand out),1,1,1.0
CB310 (zuma),1,11,11.0
CB311 (Bantz2K14),1,7,7.0
CB311 (Bendis),8,36,4.5
CB311 (Colonist),1,1,1.0
CB311 (Comander Caius),5,7,1.4
CB311 (Comandor_J),1,5,5.0
CB311 (Curse),1,1,1.0
CB311 (Darkhaven),5,21,4.2
CB311 (FOXJOKE),1,1,1.0
CB311 (Five),1,1,1.0
CB311 (Glen),5,14,2.8
CB311 (Marmaduke),1,1,1.0
CB311 (Mujika),1,2,2.0
CB311 (Peter Quill),1,7,7.0
CB311 (Point Disarray),5,24,4.8
CB311 (Sardakk Norr),2,5,2.5
CB311 (Still Free27),1,1,1.0
CB311 (Storwix1),1,2,2.0
CB311 (T3MP),2,9,4.5
CB311 (Ungodly Planet),3,56,18.666666666666668
CB311 (UrQa Vazuk),4,8,2.0
CB311 (Zerendalus),1,5,5.0
CB311 (bloodybirne),5,7,1.4
CB311 (schizoid embolism),1,6,6.0
CB312 (Comandor_J),1,1,1.0
CB312 (Frailty),1,2,2.0
CB312 (FriendlyUndertaker),3,34,11.333333333333334
CB312 (Garon),5,15,3.0
CB312 (Government Hoover),1,13,13.0
CB312 (HighVelocityHarry),1,6,6.0
CB312 (Libra-L7),1,10,10.0
CB312 (Number XIII),3,6,2.0
CB312 (Point Disarray),3,27,9.0
CB312 (SouthStarO5 Sd),5,14,2.8
CB312 (Xentheera),1,1,1.0
CB312 (dollar),1,3,3.0
CB312 (dotLuna),10,15,1.5
CB312 (master5$),1,1,1.0
CB313 (187-Proof),1,6,6.0
CB313 (Darkhaven),2,5,2.5
CB313 (Government Hoover),3,3,1.0
CB313 (Libra-L7),3,3,1.0
CB313 (Malystryx),2,24,12.0
CB313 (Nekro Virus),1,1,1.0
CB313 (PandemicRoyale),1,3,3.0
CB313 (Pilgrim),4,11,2.75
CB313 (Prophet of Adum),2,11,5.5
CB313 (SETI),7,16,2.2857142857142856
CB313 (Silent Assassin 2),1,3,3.0
CB313 (SpaceLilly),1,4,4.0
CB313 (Tom Riddle),5,6,1.2
CB313 (ada153),1,1,1.0
CB314 (-Novacaine-),2,20,10.0
CB314 (Claerwyn),8,48,6.0
CB314 (Comandor_J),1,1,1.0
CB314 (Daxio),5,43,8.6
CB314 (Dazio),3,32,10.666666666666666
CB314 (Douro),31,180,5.806451612903226
CB314 (Gradient),1,12,12.0
CB314 (Muffasa),2,3,1.5
CB314 (OG Snooks),1,2,2.0
CB314 (Pilgrim),3,7,2.3333333333333335
CB314 (Valtuda (Pirate)),1,28,28.0
CB314 (eLeN),11,26,2.3636363636363638
CB314 (jmeelFC),2,3,1.5
CB314 (nolife0),1,7,7.0
CB314 (skyone),3,5,1.6666666666666667
CB315 (BlackZZ),3,5,1.6666666666666667
CB315 (Darkhaven),1,3,3.0
CB315 (Frailty),1,5,5.0
CB315 (Gerbilator),1,2,2.0
CB315 (Good Bird),2,14,7.0
CB315 (HellSpreader2),1,1,1.0
CB315 (KingOfTheEast),1,13,13.0
CB315 (Level 6 Technology),4,7,1.75
CB315 (Libra-L7),1,2,2.0
CB315 (Life),1,11,11.0
CB315 (Mauty),5,36,7.2
CB315 (Peter Quill),1,2,2.0
CB315 (PleaseTry),1,2,2.0
CB315 (Sandor),1,1,1.0
CB315 (Sofie),2,13,6.5
CB315 (TheRealTate97),1,1,1.0
CB315 (Undead kightkiller),6,23,3.8333333333333335
CB315 (YoCat),1,8,8.0
CB316 (ACE),1,11,11.0
CB316 (Abberant),1,8,8.0
CB316 (Bucaneer),1,1,1.0
CB316 (D34TH),1,13,13.0
CB316 (Darkhaven),1,3,3.0
CB316 (Defcon22),4,13,3.25
CB316 (Deslock35),1,18,18.0
CB316 (Drax the Destroyer),1,1,1.0
CB316 (HighVelocityHarry),1,1,1.0
CB316 (Libra-L7),3,20,6.666666666666667
CB316 (Myght Guy),1,2,2.0
CB316 (Peter Quill),1,2,2.0
CB316 (Schwarm),1,1,1.0
CB316 (Shadow Trader),1,9,9.0
CB316 (Snimals),1,2,2.0
CB316 (Torch),1,6,6.0
CB316 (Undead kightkiller),2,12,6.0
CB316 (flip77),5,8,1.6
CB317 (Banshee),4,8,2.0
CB317 (BlackZZ),2,4,2.0
CB317 (Fleet Master 3000),1,1,1.0
CB317 (Ixius),2,18,9.0
CB317 (Khaak),2,9,4.5
CB317 (LN),1,1,1.0
CB317 (Life),2,18,9.0
CB317 (NoQuarter),1,1,1.0
CB317 (Passive Aggressive),29,92,3.1724137931034484
CB317 (PreyingMantis),1,1,1.0
CB317 (SouthStarO5 FC),1,1,1.0
CB317 (SouthStarO5),2,17,8.5
CB317 (Zooz),1,2,2.0
CB317 (ada153),1,1,1.0
CB317 (bloodybirne),1,4,4.0
CB317 (flip77),3,10,3.3333333333333335
CB317 (larjulam),2,3,1.5
CB318 (Counterspell),1,5,5.0
CB318 (Damen),38,222,5.842105263157895
CB318 (Ethereal gamma),9,20,2.2222222222222223
CB318 (Frailty),2,2,1.0
CB318 (HighVelocityHarry),1,5,5.0
CB318 (Jack Worthing),1,10,10.0
CB318 (NukeACow),3,6,2.0
CB318 (Paradise Lost),1,1,1.0
CB318 (Undead kightkiller),3,17,5.666666666666667
CB318 (gorkg),2,8,4.0
CB318 (jmeelFC),1,3,3.0
CB319 (8Ball),1,4,4.0
CB319 (Activate Guardian),1,29,29.0
CB319 (BlackZZ),3,7,2.3333333333333335
CB319 (BombaWallie),1,8,8.0
CB319 (ExtraMonty),2,11,5.5
CB319 (Fleet Of Trains),1,8,8.0
CB319 (FriendlyUndertaker),1,1,1.0
CB319 (Magnetic North),1,1,1.0
CB319 (Mammoth Tank),3,15,5.0
CB319 (MasterBate),4,13,3.25
CB319 (Nekro Virus),2,2,1.0
CB319 (Number XIII),2,5,2.5
CB319 (Paranid),3,69,23.0
CB319 (Scarr),2,79,39.5
CB319 (Shadow Trader),1,13,13.0
CB319 (SouthStarO5 Sd),1,5,5.0
CB32 (Darkhaven),3,3,1.0
CB32 (DonQuixote),1,2,2.0
CB32 (FeiFei),19,276,14.526315789473685
CB32 (Fire),1,6,6.0
CB32 (Government Hoover),1,3,3.0
CB32 (Imperator Princeps),3,6,2.0
CB32 (Marsian Mahem),1,5,5.0
CB32 (Myght Guy),1,10,10.0
CB32 (NukeACow),9,63,7.0
CB32 (ShivasJoy),2,11,5.5
CB32 (Spiritbox),3,22,7.333333333333333
CB32 (Still Free27),1,1,1.0
CB32 (X10A),1,7,7.0
CB32 (black out),2,3,1.5
CB32 (moon sized shield),1,1,1.0
CB320 (Aquistitor),1,1,1.0
CB320 (Archipelago),1,1,1.0
CB320 (ChadTheBombLad),1,9,9.0
CB320 (Crade),4,10,2.5
CB320 (Croatian Madman),1,6,6.0
CB320 (DefinitelynotDingus),1,3,3.0
CB320 (Epimetheus),6,73,12.166666666666666
CB320 (FOXJOKE),1,1,1.0
CB320 (Farone),1,2,2.0
CB320 (HusTomten),2,7,3.5
CB320 (Imperallum),23,129,5.608695652173913
CB320 (Jon Roy),6,12,2.0
CB320 (MasterBate),1,4,4.0
CB320 (ShivasJoy),1,17,17.0
CB320 (Spiritbox),2,4,2.0
CB320 (Star Rider),1,1,1.0
CB320 (Tom Riddle),6,13,2.1666666666666665
CB320 (YoFurry),1,7,7.0
CB320 (ZGMF),2,2,1.0
CB320 (ada153),2,3,1.5
CB320 (dont hate me),1,2,2.0
CB321 (Abbara),2,7,3.5
CB321 (Accidental Child),1,2,2.0
CB321 (Amonkiu),1,8,8.0
CB321 (Darkhaven),1,2,2.0
CB321 (FOXJOKE),2,9,4.5
CB321 (Irony),3,10,3.3333333333333335
CB321 (Junko),1,1,1.0
CB321 (KingOfTheEast),1,2,2.0
CB321 (Littlefinger),4,9,2.25
CB321 (Pilgrim),1,2,2.0
CB321 (Schwarm),1,4,4.0
CB321 (Shadow Trader),1,3,3.0
CB321 (SouthStarO5 Sd),9,115,12.777777777777779
CB321 (Trevor),1,2,2.0
CB321 (ZGMF),1,2,2.0
CB321 (Zaknefien),12,571,47.583333333333336
CB321 (ada153),1,3,3.0
CB321 (hellguard3),1,11,11.0
CB322 (Archipelago),3,63,21.0
CB322 (Droid3t),1,2,2.0
CB322 (Drushem1),2,9,4.5
CB322 (Glass Cloud),1,2,2.0
CB322 (God of Thunder),3,15,5.0
CB322 (MistOfSteel),3,6,2.0
CB322 (OG Snooks),1,8,8.0
CB322 (Schwarm),1,5,5.0
CB322 (ShivasJoy),1,1,1.0
CB322 (Still Free27),3,21,7.0
CB322 (Undead kightkiller),1,3,3.0
CB322 (nolife15),1,1,1.0
CB322 (snipingJmeel),1,1,1.0
CB323 (80/80),2,11,5.5
CB323 (8Ball),1,5,5.0
CB323 (Anteros),5,30,6.0
CB323 (Casper_God),19,103,5.421052631578948
CB323 (Comandor_J),1,1,1.0
CB323 (Corrupted Seeker),1,1,1.0
CB323 (Droid3t),2,3,1.5
CB323 (FOXJOKE),1,1,1.0
CB323 (Khaak),1,1,1.0
CB323 (KingOfTheEast),1,3,3.0
CB323 (Purifier),3,11,3.6666666666666665
CB323 (Silent Assassin),1,1,1.0
CB323 (Zaknefien),4,17,4.25
CB323 (schizoid embolism),2,2,1.0
CB323 (zelenion),5,20,4.0
CB324 (Dazio),1,2,2.0
CB324 (Eia),1,4,4.0
CB324 (Farone2),1,1,1.0
CB324 (Frailty),2,8,4.0
CB324 (KingOfTheEast),3,13,4.333333333333333
CB324 (Still Free27),1,2,2.0
CB324 (Super Mario Bros 1),5,18,3.6
CB324 (Telemachus),1,3,3.0
CB324 (Thunderflash),1,2,2.0
CB324 (WhyTry),1,1,1.0
CB324 (iPod),2,3,1.5
CB324 (nolife0),2,9,4.5
CB325 (13 The Destroyer),28,79,2.8214285714285716
CB325 (Archipelago),1,14,14.0
CB325 (BlackZZ),1,3,3.0
CB325 (Cheese_God),1,1,1.0
CB325 (Darkhaven),1,3,3.0
CB325 (Ethereal delta),1,1,1.0
CB325 (Government Hoover),3,8,2.6666666666666665
CB325 (KingOfTheNorth),8,118,14.75
CB325 (Libra-L7),6,98,16.333333333333332
CB325 (Myght Guy),1,5,5.0
CB325 (Noodle420),1,5,5.0
CB325 (Operative Nova),1,1,1.0
CB325 (Qu4NtuM),2,64,32.0
CB325 (Silent Assassin 2),1,2,2.0
CB325 (Sococry),1,1,1.0
CB325 (StickInsect),1,4,4.0
CB325 (TORMENTER),1,1,1.0
CB325 (The Master Of Masks),1,10,10.0
CB325 (ZoltanXPS),1,1,1.0
CB325 (psychoblonde92),1,2,2.0
CB325 (snipingJmeel),1,2,2.0
CB326 (Carbon),2,3,1.5
CB326 (Claire2),2,2,1.0
CB326 (Darkhaven),2,3,1.5
CB326 (Dubis),1,10,10.0
CB326 (ExtraMonty),1,1,1.0
CB326 (FOXJOKE),2,3,1.5
CB326 (FeiFei),25,275,11.0
CB326 (Jechtzero),1,1,1.0
CB326 (Kelsier),14,28,2.0
CB326 (Kosh),3,6,2.0
CB326 (Kudos),1,17,17.0
CB326 (OG Snooks),1,9,9.0
CB326 (ShivasJoy),1,1,1.0
CB326 (The Fleety Boy),1,1,1.0
CB326 (Undead kightkiller),1,22,22.0
CB326 (ummmmmmmmm),2,14,7.0
CB327 (Bartolomeu Dias),9,35,3.888888888888889
CB327 (Bucaneer),1,1,1.0
CB327 (Darkhaven),1,1,1.0
CB327 (Darth Magas),9,32,3.5555555555555554
CB327 (Drax the Destroyer),1,1,1.0
CB327 (Frog Detective),14,156,11.142857142857142
CB327 (LN),1,1,1.0
CB327 (Lazerus),1,1,1.0
CB327 (Lord Kles),5,10,2.0
CB327 (Myght Guy),5,22,4.4
CB327 (NukeACow),1,41,41.0
CB327 (Schwarm),1,4,4.0
CB327 (Scotch Bingington),3,4,1.3333333333333333
CB327 (Silver Wolf),1,9,9.0
CB327 (SouthStarO5),1,31,31.0
CB327 (SpaceLilly),2,17,8.5
CB327 (Squid R),1,3,3.0
CB327 (Triskaidekaphobia),1,2,2.0
CB327 (a little boy),1,1,1.0
CB328 (13 The Destroyer),26,76,2.923076923076923
CB328 (Bergiton),8,174,21.75
CB328 (Cosplay),1,1,1.0
CB328 (Darkhaven),2,3,1.5
CB328 (Dr Bobby),1,2,2.0
CB328 (DragonGod (Slaver)),2,9,4.5
CB328 (FOXJOKE),1,1,1.0
CB328 (Hurrricane),3,4,1.3333333333333333
CB328 (Kosh),1,1,1.0
CB328 (Muffasa),4,11,2.75
CB328 (Nobus),1,1,1.0
CB328 (Paradise Lost),2,4,2.0
CB328 (Poe Ta Toe),4,22,5.5
CB328 (Polyphia),1,1,1.0
CB328 (Savion),2,13,6.5
CB328 (Schwarm),1,6,6.0
CB328 (SpaceLilly),1,1,1.0
CB328 (Telemachus),2,6,3.0
CB328 (chaser12),1,1,1.0
CB328 (dotLuna),10,137,13.7
CB328 (firestarspelt),5,27,5.4
CB328 (larjulan),1,3,3.0
CB328 (njalla),1,1,1.0
CB328 (zuma),2,3,1.5
CB329 (Battlecruiser Hero lll),2,22,11.0
CB329 (Bendis),1,12,12.0
CB329 (Carn Carby),1,2,2.0
CB329 (Darkhaven),1,1,1.0
CB329 (DefinitelynotDingus),2,41,20.5
CB329 (Droid3t),2,3,1.5
CB329 (Flattire),1,1,1.0
CB329 (FriendlyUndertaker),1,1,1.0
CB329 (Harvest Moon),49,172,3.510204081632653
CB329 (KingOfTheEast),2,12,6.0
CB329 (Relativity),1,2,2.0
CB329 (Russian Power),9,120,13.333333333333334
CB329 (Shadow Trader),14,183,13.071428571428571
CB329 (Sparkplug),3,7,2.3333333333333335
CB329 (Terrance),1,4,4.0
CB33 (Banshee),1,11,11.0
CB33 (Budis),3,20,6.666666666666667
CB33 (Death Warrant),1,2,2.0
CB33 (DefinitelynotDingus),3,25,8.333333333333334
CB33 (Eia),7,30,4.285714285714286
CB33 (Morfin),2,3,1.5
CB33 (Qu4NtuM),2,26,13.0
CB33 (Rocket Raccoon),2,10,5.0
CB33 (Shadow Trader),4,33,8.25
CB33 (ShivasJoy),1,1,1.0
CB33 (Still Free27),1,1,1.0
CB33 (The E11),1,1,1.0
CB33 (TheWhiteKnight),1,2,2.0
CB33 (ada153),1,5,5.0
CB33 (huh),11,121,11.0
CB33 (shmJmeel),9,33,3.6666666666666665
CB330 (Crade),1,6,6.0
CB330 (Dazio),2,13,6.5
CB330 (DragonGod (Slaver)),1,1,1.0
CB330 (Flagship Bucephalus),1,11,11.0
CB330 (GAT01),1,4,4.0
CB330 (Hydronx),5,36,7.2
CB330 (Iron),1,1,1.0
CB330 (Myght Guy),1,1,1.0
CB330 (Slizer88),1,16,16.0
CB330 (SouthStarO5),1,16,16.0
CB330 (bloodybirne),1,6,6.0
CB330 (iPod),1,6,6.0
CB330 (larjulan),1,26,26.0
CB331 (Admiral Nymyr),1,2,2.0
CB331 (Ares - God Of War),2,8,4.0
CB331 (Darkhaven),1,3,3.0
CB331 (Deslock35),1,6,6.0
CB331 (FOXJOKE),1,1,1.0
CB331 (Frailty),1,1,1.0
CB331 (Gradient),1,1,1.0
CB331 (Just so i can post),2,6,3.0
CB331 (MasterBate),1,5,5.0
CB331 (OG Snooks),1,11,11.0
CB331 (Shadowmaster),10,75,7.5
CB331 (SouthStarO5 Sd),9,133,14.777777777777779
CB331 (The Master Of Masks),1,1,1.0
CB331 (Witch King of Angmar),2,3,1.5
CB331 (xElite Kingx),2,3,1.5
CB331 (xeb0la),2,4,2.0
CB332 (Archipelago),1,8,8.0
CB332 (Comandor_J),2,2,1.0
CB332 (DefinitelynotDingus),1,4,4.0
CB332 (FriendlyUndertaker),1,1,1.0
CB332 (JaceGannon),3,21,7.0
CB332 (Kazzo),1,2,2.0
CB332 (Mrs Doubtfire),2,3,1.5
CB332 (Noint),2,2,1.0
CB332 (Spiritbox),3,48,16.0
CB332 (demonduo),1,2,2.0
CB332 (shoot me nao),1,1,1.0
CB332 (zuma),2,6,3.0
CB333 (Adamantium),5,19,3.8
CB333 (Anti Matter),6,19,3.1666666666666665
CB333 (Closey),3,6,2.0
CB333 (Drushem),1,1,1.0
CB333 (HusTomten),1,2,2.0
CB333 (MarinerA0),1,1,1.0
CB333 (Nobus),5,29,5.8
CB333 (NoobFl),1,4,4.0
CB333 (Shadow Trader),5,40,8.0
CB333 (ShivasJoy),2,2,1.0
CB333 (Silver Wolf),2,4,2.0
CB333 (Spacer),3,11,3.6666666666666665
CB333 (The Master Of Masks),1,7,7.0
CB333 (Zaknefien),6,47,7.833333333333333
CB333 (fight06),2,19,9.5
CB333 (zelenion),2,2,1.0
CB334 (Bendis),2,9,4.5
CB334 (Cerus),8,61,7.625
CB334 (Curse),1,1,1.0
CB334 (Frailty),3,12,4.0
CB334 (JaceGannon),3,22,7.333333333333333
CB334 (KingOfTheEast),1,2,2.0
CB334 (Nekro Virus),1,2,2.0
CB334 (Nostromontous),1,19,19.0
CB334 (NukeACow),1,1,1.0
CB334 (Slizer88),4,65,16.25
CB334 (Telemachus),1,1,1.0
CB334 (UberLuger),2,103,51.5
CB334 (Undead kightkiller),3,78,26.0
CB334 (bloodybirne),1,1,1.0
CB334 (dotLuna),2,5,2.5
CB334 (hellguard3),1,3,3.0
CB334 (ummmmmmmmm),1,2,2.0
CB334 (woodfam),2,2,1.0
CB335 (.......),1,3,3.0
CB335 (Anzu),1,5,5.0
CB335 (Blohm-Voss),1,1,1.0
CB335 (Comander),2,6,3.0
CB335 (Corrupted Seeker),2,5,2.5
CB335 (Crade),3,6,2.0
CB335 (Darkhaven),1,3,3.0
CB335 (Eia),2,7,3.5
CB335 (FOXJOKE),2,3,1.5
CB335 (FriendlyUndertaker),1,5,5.0
CB335 (JaceGannon),1,7,7.0
CB335 (Marsian Mahem),1,8,8.0
CB335 (Mrs Doubtfire),1,9,9.0
CB335 (Myght Guy),1,2,2.0
CB335 (Nayuta),2,6,3.0
CB335 (Peter Quill),1,9,9.0
CB335 (Qu4NtuM),2,25,12.5
CB335 (Rusabya),1,1,1.0
CB335 (ShivasJoy),2,7,3.5
CB335 (Sococry Reborn),1,2,2.0
CB335 (Spiritbox),4,83,20.75
CB335 (Survivor of Hathsin),5,10,2.0
CB335 (Torch),1,1,1.0
CB335 (Vorporal),1,1,1.0
CB335 (ada153),1,1,1.0
CB336 (ACE),1,3,3.0
CB336 (Barrett50),2,3,1.5
CB336 (Chris Chan),1,7,7.0
CB336 (Corrupted Seeker),1,1,1.0
CB336 (Cosplay),1,1,1.0
CB336 (Darkhaven),3,15,5.0
CB336 (Edible),123,264,2.1463414634146343
CB336 (Frailty),1,3,3.0
CB336 (Mak-in-Toge),1,2,2.0
CB336 (NukeACow),7,11,1.5714285714285714
CB336 (Rootheer),2,27,13.5
CB336 (Russian MF),1,1,1.0
CB336 (ShivasJoy),1,8,8.0
CB336 (Slizer88),4,36,9.0
CB336 (Squid DM),1,1,1.0
CB336 (Still Free27),4,10,2.5
CB336 (Telemachus),1,1,1.0
CB336 (The Insanity),2,5,2.5
CB336 (Transfusion),3,22,7.333333333333333
CB336 (Vulcan-Appocolypse),1,1,1.0
CB336 (hcythcycgctjtfctvhycydvf),10,121,12.1
CB336 (hellguard3),1,4,4.0
CB336 (kwilson),1,35,35.0
CB336 (shoot me nao),1,2,2.0
CB337 (Bombers Moon),1,4,4.0
CB337 (Budis),12,60,5.0
CB337 (Carbon),3,7,2.3333333333333335
CB337 (Dubis),2,9,4.5
CB337 (Five),3,15,5.0
CB337 (Fnor),2,4,2.0
CB337 (Legendary E11),1,1,1.0
CB337 (Mauty),5,10,2.0
CB337 (SouthStarO5),4,51,12.75
CB337 (Swog6),3,4,1.3333333333333333
CB337 (Swog8),1,6,6.0
CB337 (squeeze),1,3,3.0
CB338 (Bready),1,1,1.0
CB338 (Darkhaven),2,6,3.0
CB338 (Frailty),1,1,1.0
CB338 (FriendlyUndertaker),1,1,1.0
CB338 (Hebe),1,6,6.0
